id,name,name_short,name_export,code,code
266,芝信金,ｼﾊﾞｼﾝｷﾝ,芝信金,1319,1319
267,東京東信金,ﾄｳｷﾖｳﾋｶﾞｼｼﾝｷﾝ,東京東信金,1320,1320
268,東栄信金,ﾄｳｴｲｼﾝｷﾝ,東栄信金,1321,1321
269,亀有信金,ｶﾒｱﾘｼﾝｷﾝ,亀有信金,1323,1323
270,小松川信金,ｺﾏﾂｶﾞﾜｼﾝｷﾝ,小松川信金,1326,1326
271,足立成和信金,ｱﾀﾞﾁｾｲﾜｼﾝｷﾝ,足立成和信金,1327,1327
272,東京三協信金,ﾄｳｷﾖｳｻﾝｷﾖｳｼﾝｷﾝ,東京三協信金,1333,1333
273,西京信金,ｻｲｷﾖｳｼﾝｷﾝ,西京信金,1336,1336
274,西武信金,ｾｲﾌﾞｼﾝｷﾝ,西武信金,1341,1341
275,城南信金,ｼﾞﾖｳﾅﾝｼﾝｷﾝ,城南信金,1344,1344
276,昭和信金,ｼﾖｳﾜｼﾝｷﾝ,昭和信金,1345,1345
277,目黒信金,ﾒｸﾞﾛｼﾝｷﾝ,目黒信金,1346,1346
278,世田谷信金,ｾﾀｶﾞﾔｼﾝｷﾝ,世田谷信金,1348,1348
279,東京信金,ﾄｳｷﾖｳｼﾝｷﾝ,東京信金,1349,1349
280,城北信金,ｼﾞﾖｳﾎｸｼﾝｷﾝ,城北信金,1351,1351
281,瀧野川信金,ﾀｷﾉｶﾞﾜｼﾝｷﾝ,瀧野川信金,1352,1352
282,巣鴨信金,ｽｶﾞﾓｼﾝｷﾝ,巣鴨信金,1356,1356
283,青梅信金,ｵｳﾒｼﾝｷﾝ,青梅信金,1358,1358
284,多摩信金,ﾀﾏｼﾝｷﾝ,多摩信金,1360,1360
285,新潟信金,ﾆｲｶﾞﾀｼﾝｷﾝ,新潟信金,1370,1370
286,長岡信金,ﾅｶﾞｵｶｼﾝｷﾝ,長岡信金,1371,1371
287,三条信金,ｻﾝｼﾞﾖｳｼﾝｷﾝ,三条信金,1373,1373
288,新発田信金,ｼﾊﾞﾀｼﾝｷﾝ,新発田信金,1374,1374
289,柏崎信金,ｶｼﾜｻﾞｷｼﾝｷﾝ,柏崎信金,1375,1375
290,上越信金,ｼﾞﾖｳｴﾂｼﾝｷﾝ,上越信金,1376,1376
291,新井信金,ｱﾗｲｼﾝｷﾝ,新井信金,1377,1377
292,村上信金,ﾑﾗｶﾐｼﾝｷﾝ,村上信金,1379,1379
293,加茂信金,ｶﾓｼﾝｷﾝ,加茂信金,1380,1380
294,甲府信金,ｺｳﾌｼﾝｷﾝ,甲府信金,1385,1385
295,山梨信金,ﾔﾏﾅｼｼﾝｷﾝ,山梨信金,1386,1386
296,長野信金,ﾅｶﾞﾉｼﾝｷﾝ,長野信金,1390,1390
297,松本信金,ﾏﾂﾓﾄｼﾝｷﾝ,松本信金,1391,1391
298,上田信金,ｳｴﾀﾞｼﾝｷﾝ,上田信金,1392,1392
299,諏訪信金,ｽﾜｼﾝｷﾝ,諏訪信金,1393,1393
300,飯田信金,ｲｲﾀﾞｼﾝｷﾝ,飯田信金,1394,1394
301,アルプス中央信金,ｱﾙﾌﾟｽﾁﾕｳｵｳｼﾝｷﾝ,アルプス中央信金,1396,1396
302,富山信金,ﾄﾔﾏｼﾝｷﾝ,富山信金,1401,1401
303,高岡信金,ﾀｶｵｶｼﾝｷﾝ,高岡信金,1402,1402
304,新湊信金,ｼﾝﾐﾅﾄｼﾝｷﾝ,新湊信金,1404,1404
305,にいかわ信金,ﾆｲｶﾜｼﾝｷﾝ,にいかわ信金,1405,1405
306,氷見伏木信金,ﾋﾐﾌｼｷｼﾝｷﾝ,氷見伏木信金,1406,1406
307,砺波信金,ﾄﾅﾐｼﾝｷﾝ,砺波信金,1412,1412
308,石動信金,ｲｽﾙｷﾞｼﾝｷﾝ,石動信金,1413,1413
309,金沢信金,ｶﾅｻﾞﾜｼﾝｷﾝ,金沢信金,1440,1440
310,のと共栄信金,ﾉﾄｷﾖｳｴｲｼﾝｷﾝ,のと共栄信金,1442,1442
311,北陸信金,ﾎｸﾘｸｼﾝｷﾝ,北陸信金,1444,1444
312,鶴来信金,ﾂﾙｷﾞｼﾝｷﾝ,鶴来信金,1445,1445
313,興能信金,ｺｳﾉｳｼﾝｷﾝ,興能信金,1448,1448
314,福井信金,ﾌｸｲｼﾝｷﾝ,福井信金,1470,1470
315,敦賀信金,ﾂﾙｶﾞｼﾝｷﾝ,敦賀信金,1471,1471
316,武生信金,ﾀｹﾌｼﾝｷﾝ,武生信金,1472,1472
317,小浜信金,ｵﾊﾞﾏｼﾝｷﾝ,小浜信金,1473,1473
318,越前信金,ｴﾁｾﾞﾝｼﾝｷﾝ,越前信金,1475,1475
319,静岡信金,ｼｽﾞｵｶｼﾝｷﾝ,静岡信金,1501,1501
320,静清信金,ｾｲｼﾝｼﾝｷﾝ,静清信金,1502,1502
321,浜松信金,ﾊﾏﾏﾂｼﾝｷﾝ,浜松信金,1503,1503
322,沼津信金,ﾇﾏﾂﾞｼﾝｷﾝ,沼津信金,1505,1505
323,三島信金,ﾐｼﾏｼﾝｷﾝ,三島信金,1506,1506
324,富士宮信金,ﾌｼﾞﾉﾐﾔｼﾝｷﾝ,富士宮信金,1507,1507
325,島田信金,ｼﾏﾀﾞｼﾝｷﾝ,島田信金,1509,1509
326,磐田信金,ｲﾜﾀｼﾝｷﾝ,磐田信金,1511,1511
327,焼津信金,ﾔｲﾂﾞｼﾝｷﾝ,焼津信金,1512,1512
328,掛川信金,ｶｹｶﾞﾜｼﾝｷﾝ,掛川信金,1513,1513
329,富士信金,ﾌｼﾞｼﾝｷﾝ,富士信金,1515,1515
330,遠州信金,ｴﾝｼﾕｳｼﾝｷﾝ,遠州信金,1517,1517
331,岐阜信金,ｷﾞﾌｼﾝｷﾝ,岐阜信金,1530,1530
332,大垣信金,ｵｵｶﾞｷｼﾝｷﾝ,大垣信金,1531,1531
333,高山信金,ﾀｶﾔﾏｼﾝｷﾝ,高山信金,1532,1532
334,東濃信金,ﾄｳﾉｳｼﾝｷﾝ,東濃信金,1533,1533
335,関信金,ｾｷｼﾝｷﾝ,関信金,1534,1534
336,八幡信金,ﾊﾁﾏﾝｼﾝｷﾝ,八幡信金,1538,1538
337,西濃信金,ｾｲﾉｳｼﾝｷﾝ,西濃信金,1540,1540
338,愛知信金,ｱｲﾁｼﾝｷﾝ,愛知信金,1550,1550
339,豊橋信金,ﾄﾖﾊｼｼﾝｷﾝ,豊橋信金,1551,1551
340,岡崎信金,ｵｶｻﾞｷｼﾝｷﾝ,岡崎信金,1552,1552
341,いちい信金,ｲﾁｲｼﾝｷﾝ,いちい信金,1553,1553
342,瀬戸信金,ｾﾄｼﾝｷﾝ,瀬戸信金,1554,1554
343,半田信金,ﾊﾝﾀﾞｼﾝｷﾝ,半田信金,1555,1555
344,知多信金,ﾁﾀｼﾝｷﾝ,知多信金,1556,1556
345,豊川信金,ﾄﾖｶﾜｼﾝｷﾝ,豊川信金,1557,1557
346,豊田信金,ﾄﾖﾀｼﾝｷﾝ,豊田信金,1559,1559
347,碧海信金,ﾍｷｶｲｼﾝｷﾝ,碧海信金,1560,1560
348,西尾信金,ﾆｼｵｼﾝｷﾝ,西尾信金,1561,1561
349,蒲郡信金,ｶﾞﾏｺﾞｵﾘｼﾝｷﾝ,蒲郡信金,1562,1562
350,尾西信金,ﾋﾞｻｲｼﾝｷﾝ,尾西信金,1563,1563
351,中日信金,ﾁﾕｳﾆﾁｼﾝｷﾝ,中日信金,1565,1565
352,東春信金,ﾄｳｼﾕﾝｼﾝｷﾝ,東春信金,1566,1566
353,津信金,ﾂｼﾝｷﾝ,津信金,1580,1580
354,北伊勢上野信金,ｷﾀｲｾｳｴﾉｼﾝｷﾝ,北伊勢上野信金,1581,1581
355,三重信金,ﾐｴｼﾝｷﾝ,三重信金,1582,1582
356,桑名信金,ｸﾜﾅｼﾝｷﾝ,桑名信金,1583,1583
357,紀北信金,ｷﾎｸｼﾝｷﾝ,紀北信金,1585,1585
358,滋賀中央信金,ｼｶﾞﾁﾕｳｵｳｼﾝｷﾝ,滋賀中央信金,1602,1602
359,長浜信金,ﾅｶﾞﾊﾏｼﾝｷﾝ,長浜信金,1603,1603
360,湖東信金,ｺﾄｳｼﾝｷﾝ,湖東信金,1604,1604
361,京都信金,ｷﾖｳﾄｼﾝｷﾝ,京都信金,1610,1610
362,京都中央信金,ｷﾖｳﾄﾁﾕｳｵｳｼﾝｷﾝ,京都中央信金,1611,1611
363,京都北都信金,ｷﾖｳﾄﾎｸﾄｼﾝｷﾝ,京都北都信金,1620,1620
364,大阪信金,ｵｵｻｶｼﾝｷﾝ,大阪信金,1630,1630
365,大阪厚生信金,ｵｵｻｶｺｳｾｲｼﾝｷﾝ,大阪厚生信金,1633,1633
366,大阪シティ信金,ｵｵｻｶｼﾃｲｼﾝｷﾝ,大阪シティ信金,1635,1635
367,大阪商工信金,ｵｵｻｶｼﾖｳｺｳｼﾝｷﾝ,大阪商工信金,1636,1636
368,永和信金,ｴｲﾜｼﾝｷﾝ,永和信金,1643,1643
369,北おおさか信金,ｷﾀｵｵｻｶｼﾝｷﾝ,北おおさか信金,1645,1645
370,枚方信金,ﾋﾗｶﾀｼﾝｷﾝ,枚方信金,1656,1656
371,奈良信金,ﾅﾗｼﾝｷﾝ,奈良信金,1666,1666
372,大和信金,ﾔﾏﾄｼﾝｷﾝ,大和信金,1667,1667
373,奈良中央信金,ﾅﾗﾁﾕｳｵｳｼﾝｷﾝ,奈良中央信金,1668,1668
374,新宮信金,ｼﾝｸﾞｳｼﾝｷﾝ,新宮信金,1671,1671
375,きのくに信金,ｷﾉｸﾆｼﾝｷﾝ,きのくに信金,1674,1674
376,神戸信金,ｺｳﾍﾞｼﾝｷﾝ,神戸信金,1680,1680
377,姫路信金,ﾋﾒｼﾞｼﾝｷﾝ,姫路信金,1685,1685
378,播州信金,ﾊﾞﾝｼﾕｳｼﾝｷﾝ,播州信金,1686,1686
379,兵庫信金,ﾋﾖｳｺﾞｼﾝｷﾝ,兵庫信金,1687,1687
380,尼崎信金,ｱﾏｶﾞｻｷｼﾝｷﾝ,尼崎信金,1688,1688
381,日新信金,ﾆﾂｼﾝｼﾝｷﾝ,日新信金,1689,1689
382,淡路信金,ｱﾜｼﾞｼﾝｷﾝ,淡路信金,1691,1691
383,但馬信金,ﾀｼﾞﾏｼﾝｷﾝ,但馬信金,1692,1692
384,西兵庫信金,ﾆｼﾋﾖｳｺﾞｼﾝｷﾝ,西兵庫信金,1694,1694
385,中兵庫信金,ﾅｶﾋﾖｳｺﾞｼﾝｷﾝ,中兵庫信金,1695,1695
386,但陽信金,ﾀﾝﾖｳｼﾝｷﾝ,但陽信金,1696,1696
387,鳥取信金,ﾄﾂﾄﾘｼﾝｷﾝ,鳥取信金,1701,1701
388,米子信金,ﾖﾅｺﾞｼﾝｷﾝ,米子信金,1702,1702
389,倉吉信金,ｸﾗﾖｼｼﾝｷﾝ,倉吉信金,1703,1703
390,しまね信金,ｼﾏﾈｼﾝｷﾝ,しまね信金,1710,1710
391,日本海信金,ﾆﾎﾝｶｲｼﾝｷﾝ,日本海信金,1711,1711
392,島根中央信金,ｼﾏﾈﾁﾕｳｵｳｼﾝｷﾝ,島根中央信金,1712,1712
393,おかやま信金,ｵｶﾔﾏｼﾝｷﾝ,おかやま信金,1732,1732
394,水島信金,ﾐｽﾞｼﾏｼﾝｷﾝ,水島信金,1734,1734
395,津山信金,ﾂﾔﾏｼﾝｷﾝ,津山信金,1735,1735
396,玉島信金,ﾀﾏｼﾏｼﾝｷﾝ,玉島信金,1738,1738
397,備北信金,ﾋﾞﾎｸｼﾝｷﾝ,備北信金,1740,1740
398,吉備信金,ｷﾋﾞｼﾝｷﾝ,吉備信金,1741,1741
399,日生信金,ﾋﾅｾｼﾝｷﾝ,日生信金,1742,1742
400,備前信金,ﾋﾞｾﾞﾝｼﾝｷﾝ,備前信金,1743,1743
401,広島信金,ﾋﾛｼﾏｼﾝｷﾝ,広島信金,1750,1750
402,呉信金,ｸﾚｼﾝｷﾝ,呉信金,1752,1752
403,しまなみ信金,ｼﾏﾅﾐｼﾝｷﾝ,しまなみ信金,1756,1756
404,広島みどり信金,ﾋﾛｼﾏﾐﾄﾞﾘｼﾝｷﾝ,広島みどり信金,1758,1758
405,萩山口信金,ﾊｷﾞﾔﾏｸﾞﾁｼﾝｷﾝ,萩山口信金,1780,1780
406,西中国信金,ﾆｼﾁﾕｳｺﾞｸｼﾝｷﾝ,西中国信金,1781,1781
407,東山口信金,ﾋｶﾞｼﾔﾏｸﾞﾁｼﾝｷﾝ,東山口信金,1789,1789
408,徳島信金,ﾄｸｼﾏｼﾝｷﾝ,徳島信金,1801,1801
409,阿南信金,ｱﾅﾝｼﾝｷﾝ,阿南信金,1803,1803
410,高松信金,ﾀｶﾏﾂｼﾝｷﾝ,高松信金,1830,1830
411,観音寺信金,ｶﾝｵﾝｼﾞｼﾝｷﾝ,観音寺信金,1833,1833
412,愛媛信金,ｴﾋﾒｼﾝｷﾝ,愛媛信金,1860,1860
413,宇和島信金,ｳﾜｼﾞﾏｼﾝｷﾝ,宇和島信金,1862,1862
414,東予信金,ﾄｳﾖｼﾝｷﾝ,東予信金,1864,1864
415,川之江信金,ｶﾜﾉｴｼﾝｷﾝ,川之江信金,1866,1866
416,幡多信金,ﾊﾀｼﾝｷﾝ,幡多信金,1880,1880
417,高知信金,ｺｳﾁｼﾝｷﾝ,高知信金,1881,1881
418,福岡信金,ﾌｸｵｶｼﾝｷﾝ,福岡信金,1901,1901
419,福岡ひびき信金,ﾌｸｵｶﾋﾋﾞｷｼﾝｷﾝ,福岡ひびき信金,1903,1903
420,大牟田柳川信金,ｵｵﾑﾀﾔﾅｶﾞﾜｼﾝｷﾝ,大牟田柳川信金,1908,1908
421,筑後信金,ﾁｸｺﾞｼﾝｷﾝ,筑後信金,1909,1909
422,飯塚信金,ｲｲﾂﾞｶｼﾝｷﾝ,飯塚信金,1910,1910
423,田川信金,ﾀｶﾞﾜｼﾝｷﾝ,田川信金,1913,1913
424,大川信金,ｵｵｶﾜｼﾝｷﾝ,大川信金,1917,1917
425,遠賀信金,ｵﾝｶﾞｼﾝｷﾝ,遠賀信金,1920,1920
426,唐津信金,ｶﾗﾂｼﾝｷﾝ,唐津信金,1930,1930
427,佐賀信金,ｻｶﾞｼﾝｷﾝ,佐賀信金,1931,1931
428,伊万里信金,ｲﾏﾘｼﾝｷﾝ,伊万里信金,1932,1932
429,九州ひぜん信金,ｷﾕｳｼﾕｳﾋｾﾞﾝｼﾝｷﾝ,九州ひぜん信金,1933,1933
430,たちばな信金,ﾀﾁﾊﾞﾅｼﾝｷﾝ,たちばな信金,1942,1942
431,熊本信金,ｸﾏﾓﾄｼﾝｷﾝ,熊本信金,1951,1951
432,熊本第一信金,ｸﾏﾓﾄﾀﾞｲｲﾁｼﾝｷﾝ,熊本第一信金,1952,1952
433,熊本中央信金,ｸﾏﾓﾄﾁﾕｳｵｳｼﾝｷﾝ,熊本中央信金,1954,1954
434,天草信金,ｱﾏｸｻｼﾝｷﾝ,天草信金,1955,1955
435,大分信金,ｵｵｲﾀｼﾝｷﾝ,大分信金,1960,1960
436,大分みらい信金,ｵｵｲﾀﾐﾗｲｼﾝｷﾝ,大分みらい信金,1962,1962
437,日田信金,ﾋﾀｼﾝｷﾝ,日田信金,1968,1968
438,宮崎信金,ﾐﾔｻﾞｷｼﾝｷﾝ,宮崎信金,1980,1980
439,都城信金,ﾐﾔｺﾉｼﾞﾖｳｼﾝｷﾝ,都城信金,1981,1981
440,延岡信金,ﾉﾍﾞｵｶｼﾝｷﾝ,延岡信金,1982,1982
441,高鍋信金,ﾀｶﾅﾍﾞｼﾝｷﾝ,高鍋信金,1985,1985
442,南郷信金,ﾅﾝｺﾞｳｼﾝｷﾝ,南郷信金,1986,1986
443,鹿児島信金,ｶｺﾞｼﾏｼﾝｷﾝ,鹿児島信金,1990,1990
444,鹿児島相互信金,ｶｺﾞｼﾏｿｳｺﾞｼﾝｷﾝ,鹿児島相互信金,1991,1991
445,奄美大島信金,ｱﾏﾐｵｵｼﾏｼﾝｷﾝ,奄美大島信金,1993,1993
446,コザ信金,ｺｻﾞｼﾝｷﾝ,コザ信金,1996,1996
447,商工中金,ｼﾖｳｺｳﾁﾕｳｷﾝ,商工中金銀行,2004,2004
448,全信組連,ｾﾞﾝｼﾝｸﾐﾚﾝ,全信組連銀行,2010,2010
449,北央信組,ﾎｸｵｳｼﾝｸﾐ,北央信組,2011,2011
450,札幌中央信組,ｻﾂﾎﾟﾛﾁﾕｳｵｳｼﾝｸﾐ,札幌中央信組,2013,2013
451,ウリ信組,ｳﾘｼﾝｸﾐ,ウリ信組,2014,2014
452,函館商工信組,ﾊｺﾀﾞﾃｼﾖｳｺｳｼﾝｸﾐ,函館商工信組,2017,2017
453,空知商工信組,ｿﾗﾁｼﾖｳｺｳｼﾝｸﾐ,空知商工信組,2019,2019
454,十勝信組,ﾄｶﾁｼﾝｸﾐ,十勝信組,2024,2024
455,釧路信組,ｸｼﾛｼﾝｸﾐ,釧路信組,2025,2025
456,青森県信組,ｱｵﾓﾘｹﾝｼﾝｸﾐ,青森県信組,2030,2030
457,杜陵信組,ﾄﾘﾖｳｼﾝｸﾐ,杜陵信組,2045,2045
458,岩手県医師信組,ｲﾜﾃｹﾝｲｼｼﾝｸﾐ,岩手県医師信組,2049,2049
459,あすか信組,ｱｽｶｼﾝｸﾐ,あすか信組,2060,2060
460,石巻商工信組,ｲｼﾉﾏｷｼﾖｳｺｳｼﾝｸﾐ,石巻商工信組,2061,2061
461,古川信組,ﾌﾙｶﾜｼﾝｸﾐ,古川信組,2062,2062
462,仙北信組,ｾﾝﾎﾟｸｼﾝｸﾐ,仙北信組,2063,2063
463,秋田県信組,ｱｷﾀｹﾝｼﾝｸﾐ,秋田県信組,2075,2075
464,北郡信組,ｷﾀｸﾞﾝｼﾝｸﾐ,北郡信組,2083,2083
465,山形中央信組,ﾔﾏｶﾞﾀﾁﾕｳｵｳｼﾝｸﾐ,山形中央信組,2084,2084
466,山形第一信組,ﾔﾏｶﾞﾀﾀﾞｲｲﾁｼﾝｸﾐ,山形第一信組,2085,2085
467,福島県商工信組,ﾌｸｼﾏｹﾝｼﾖｳｺｳｼﾝｸﾐ,福島県商工信組,2090,2090
468,いわき信組,ｲﾜｷｼﾝｸﾐ,いわき信組,2092,2092
469,相双五城信組,ｿｳｿｳｺﾞｼﾞﾖｳｼﾝｸﾐ,相双五城信組,2095,2095
470,会津商工信組,ｱｲﾂﾞｼﾖｳｺｳｼﾝｸﾐ,会津商工信組,2096,2096
471,茨城県信組,ｲﾊﾞﾗｷｹﾝｼﾝｸﾐ,茨城県信組,2101,2101
472,真岡信組,ﾓｵｶｼﾝｸﾐ,真岡信組,2122,2122
473,那須信組,ﾅｽｼﾝｸﾐ,那須信組,2125,2125
474,あかぎ信組,ｱｶｷﾞｼﾝｸﾐ,あかぎ信組,2143,2143
475,群馬県信組,ｸﾞﾝﾏｹﾝｼﾝｸﾐ,群馬県信組,2146,2146
476,ぐんまみらい信組,ｸﾞﾝﾏﾐﾗｲｼﾝｸﾐ,ぐんまみらい信組,2149,2149
477,群馬県医師信組,ｸﾞﾝﾏｹﾝｲｼｼﾝｸﾐ,群馬県医師信組,2151,2151
478,埼玉県医師信組,ｻｲﾀﾏｹﾝｲｼｼﾝｸﾐ,埼玉県医師信組,2162,2162
479,熊谷商工信組,ｸﾏｶﾞﾔｼﾖｳｺｳｼﾝｸﾐ,熊谷商工信組,2165,2165
480,埼玉信組,ｻｲﾀﾏｼﾝｸﾐ,埼玉信組,2167,2167
481,房総信組,ﾎﾞｳｿｳｼﾝｸﾐ,房総信組,2180,2180
482,銚子商工信組,ﾁﾖｳｼｼﾖｳｺｳｼﾝｸﾐ,銚子商工信組,2184,2184
483,君津信組,ｷﾐﾂｼﾝｸﾐ,君津信組,2190,2190
484,全東栄信組,ｾﾞﾝﾄｳｴｲｼﾝｸﾐ,全東栄信組,2202,2202
485,東浴信組,ﾄｳﾖｸｼﾝｸﾐ,東浴信組,2210,2210
486,文化産業信組,ﾌﾞﾝｶｻﾝｷﾞﾖｳｼﾝｸﾐ,文化産業信組,2211,2211
487,整理回収機構,ｾｲﾘｶｲｼﾕｳｷｺｳ,整理回収機構銀行,2213,2213
488,東京証券信組,ﾄｳｷﾖｳｼﾖｳｹﾝｼﾝｸﾐ,東京証券信組,2215,2215
489,東京厚生信組,ﾄｳｷﾖｳｺｳｾｲｼﾝｸﾐ,東京厚生信組,2224,2224
490,東信組,ｱﾂﾞﾏｼﾝｸﾐ,東信組,2226,2226
491,江東信組,ｺｳﾄｳｼﾝｸﾐ,江東信組,2229,2229
492,青和信組,ｾｲﾜｼﾝｸﾐ,青和信組,2231,2231
493,中ノ郷信組,ﾅｶﾉｺﾞｳｼﾝｸﾐ,中ノ郷信組,2235,2235
494,共立信組,ｷﾖｳﾘﾂｼﾝｸﾐ,共立信組,2241,2241
495,七島信組,ｼﾁﾄｳｼﾝｸﾐ,七島信組,2243,2243
496,大東京信組,ﾀﾞｲﾄｳｷﾖｳｼﾝｸﾐ,大東京信組,2248,2248
497,第一勧業信組,ﾀﾞｲｲﾁｶﾝｷﾞﾖｳｼﾝｸﾐ,第一勧業信組,2254,2254
498,北部信組,ﾎｸﾌﾞｼﾝｸﾐ,北部信組,2266,2266
499,警視庁職員信組,ｹｲｼﾁﾖｳｼﾖｸｲﾝｼﾝｸﾐ,警視庁職員信組,2271,2271
500,甲子信組,ｺｳｼｼﾝｸﾐ,甲子信組,2272,2272
501,東京消防信組,ﾄｳｷﾖｳｼﾖｳﾎﾞｳｼﾝｸﾐ,東京消防信組,2274,2274
502,東京都職員信組,ﾄｳｷﾖｳﾄｼﾖｸｲﾝｼﾝｸﾐ,東京都職員信組,2276,2276
503,ハナ信組,ﾊﾅｼﾝｸﾐ,ハナ信組,2277,2277
504,神奈川県医師信組,ｶﾅｶﾞﾜｹﾝｲｼｼﾝｸﾐ,神奈川県医師信組,2304,2304
505,神奈川県歯科医師信組,ｶﾅｶﾞﾜｹﾝｼｶｲｼｼﾝｸﾐ,神奈川県歯科医師信組,2305,2305
506,横浜中央信組,ﾖｺﾊﾏﾁﾕｳｵｳﾝｼﾝｸﾐ,横浜中央信組,2306,2306
507,横浜華銀信組,ﾖｺﾊﾏｶｷﾞﾝｼﾝｸﾐ,横浜華銀信組,2307,2307
508,小田原第一信組,ｵﾀﾞﾜﾗﾀﾞｲｲﾁｼﾝｸﾐ,小田原第一信組,2315,2315
509,相愛信組,ｿｳｱｲｼﾝｸﾐ,相愛信組,2318,2318
510,静岡県医師信組,ｼｽﾞｵｶｹﾝｲｼｼﾝｸﾐ,静岡県医師信組,2332,2332
